,year,name,id,age,ioc,height,hand,high_rank,high_pts,tourney_plyd,tourney_win_pct,avg_tourney_level,matches_plyd,match_wins,match_win_pct,finals,titles,final_win_pct,slam_finals,slams,atp_finals_finals,atp_finals,masters_finals,masters,500_finals,500_titles,250_finals,250_titles,olympic_g,aces_per_game,df_per_game,sv_game_win_pct,return_game_win_pct,1st_pct,1st_win_pct,2nd_win_pct,1st_return_win_pct,2nd_return_win_pct,bp_per_game,bp_faced_per_game,bp_conversion_rate,bp_saved_rate,tb_win_pct,no1_faced,no1_win_pct,top_5_faced,top_5_win_pct,top_10_faced,top_10_win_pct,top_20_faced,top_20_win_pct,top_50_faced,top_50_win_pct,top_100_faced,top_100_win_pct,matches_w_stats,matches_w_minutes,avg_opponent_rank,avg_opponent_pts,sets_w_stats,sets_w_mins,minutes_per_match,minutes_per_set
1,1990-2021,Aaron Krickstein,101381,28.0,USA,183.0,R,6.0,1544.0,138,0.014492753623188406,768.1159420289855,306,173,0.565359477124183,6,2,0.3333333333333333,0,0,0,0,1,0,0,0,5,2,0,0.3414550446122169,0.18085106382978725,0.7481125600549073,0.28446466060181946,0.586031452358927,0.6861352275716917,0.5066418373680943,0.30517057569296374,0.5359444719881011,0.6766969909027292,0.6256005490734385,0.4203722854188211,0.5973669775095996,0.496,6,0.16666666666666666,20,0.25,35,0.2571428571428571,66,0.4090909090909091,140,0.4785714285714286,222,0.4954954954954955,233,213,83.69805194805195,816.2337662337662,616,542,98.2394366197183,38.6070110701107
2,1990-2021,Adam Malik,101349,27.7,MAS,193.0,R,438.0,54.0,3,0.0,250.0,17,12,0.7058823529411765,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.5166666666666667,0.25,0.85,0.04918032786885246,0.5812182741116751,0.7903930131004366,0.49696969696969695,0.20422535211267606,0.4772727272727273,0.21311475409836064,0.26666666666666666,0.23076923076923078,0.4375,0.6428571428571429,0,,0,,0,,1,0.0,3,0.0,3,0.0,5,5,226.58823529411765,201.23529411764707,11,11,104.2,47.36363636363637
3,1990-2021,Adam Pavlasek,106361,23.6,CZE,186.0,R,86.0,662.0,9,0.0,1138.888888888889,15,6,0.4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.5099009900990099,0.24257425742574257,0.7277227722772277,0.208955223880597,0.6147978642257819,0.6923076923076923,0.4594059405940594,0.301460823373174,0.44349680170575695,0.4427860696517413,0.6435643564356436,0.47191011235955055,0.5769230769230769,0.0,0,,1,0.0,1,0.0,3,0.0,5,0.2,8,0.5,15,15,86.8,1195.7333333333333,45,45,102.73333333333333,34.24444444444445
4,1990-2021,Adrian Andreev,202090,19.7,BUL,180.0,R,319.0,158.0,6,0.0,250.0,9,2,0.2222222222222222,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.10344827586206896,0.27586206896551724,0.6551724137931034,0.2111111111111111,0.6323024054982818,0.5896739130434783,0.5280373831775701,0.25806451612903225,0.5049019607843137,0.4888888888888889,0.7586206896551724,0.4318181818181818,0.5454545454545454,0.0,0,,0,,0,,0,,3,0.0,6,0.16666666666666666,8,8,174.33333333333334,844.1111111111111,19,19,99.25,41.78947368421053
5,1990-2021,Adrian Garcia,103201,27.3,CHI,175.0,R,103.0,415.0,25,0.0,340.0,41,13,0.3170731707317073,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.2514124293785311,0.2853107344632768,0.711864406779661,0.17827298050139276,0.5968226706741091,0.6669064748201439,0.5015974440894568,0.26410998552821996,0.47238542890716806,0.43454038997214484,0.6779661016949152,0.41025641025641024,0.575,0.4117647058823529,0,,1,0.0,1,0.0,2,0.0,7,0.0,19,0.21052631578947367,34,34,157.85365853658536,496.4878048780488,76,76,85.38235294117646,38.19736842105263
6,1990-2021,Adrian Mannarino,105173,33.3,FRA,183.0,L,22.0,1735.0,262,0.003816793893129771,761.4503816793894,479,217,0.453027139874739,10,1,0.1,0,0,0,0,0,0,1,0,9,1,0,0.3806975138121547,0.2159875690607735,0.7574240331491713,0.2183219178082192,0.6039298734720138,0.6930622752896267,0.5042301184433164,0.2844642857142857,0.4962815039250792,0.5275684931506849,0.5953038674033149,0.41382667964946446,0.5925174013921114,0.4482758620689655,1,0.0,17,0.11764705882352941,51,0.13725490196078433,102,0.17647058823529413,218,0.3256880733944954,360,0.3861111111111111,479,448,78.56666666666666,1393.5333333333333,1227,1146,106.00446428571429,41.43979057591623
7,1990-2021,Adrian Menendez Maceiras,104629,33.4,ESP,185.0,R,114.0,477.0,18,0.0,583.3333333333334,24,6,0.25,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.3745819397993311,0.19732441471571907,0.705685618729097,0.15359477124183007,0.6062717770034843,0.6674876847290641,0.48166877370417194,0.25084459459459457,0.4686192468619247,0.4117647058823529,0.6555183946488294,0.373015873015873,0.5510204081632653,0.5625,0,,0,,0,,0,,9,0.2222222222222222,17,0.17647058823529413,24,21,111.875,776.0833333333334,64,56,113.66666666666667,42.625
8,1990-2021,Adrian Ungur,104494,33.1,ROU,178.0,R,79.0,625.0,28,0.0,776.7857142857143,60,18,0.3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.2169811320754717,0.3018867924528302,0.6886792452830188,0.15613382899628253,0.6142247510668564,0.650301065308013,0.474188790560472,0.2595602294455067,0.4555102040816327,0.42193308550185876,0.7094339622641509,0.3700440528634361,0.5611702127659575,0.4090909090909091,0,,2,0.0,3,0.0,6,0.0,19,0.15789473684210525,38,0.13157894736842105,43,43,134.08333333333334,1062.55,113,113,103.20930232558139,39.27433628318584
9,1990-2021,Adrian Voinea,102437,28.9,ROU,185.0,R,36.0,957.0,169,0.005917159763313609,644.9704142011834,312,136,0.4358974358974359,2,1,0.5,0,0,0,0,0,0,0,0,2,1,0,0.44786662899124047,0.2639163605538288,0.7259112743712913,0.22535612535612537,0.568460446509227,0.6899735149451381,0.4934210526315789,0.2887889013873266,0.4964983798473921,0.5561253561253561,0.6267307148912122,0.4052254098360656,0.5626690712353472,0.5196850393700787,3,0.3333333333333333,11,0.2727272727272727,29,0.13793103448275862,61,0.18032786885245902,138,0.3115942028985507,226,0.3672566371681416,291,280,88.32692307692308,906.4198717948718,749,709,92.9,36.68829337094499
10,1990-2021,David Goffin,105676,30.5,BEL,180.0,R,282.0,168.0,2,0.0,250.0,5,0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.7631578947368421,0.34210526315789475,0.7631578947368421,0.0,0.6,0.672316384180791,0.4322033898305085,0.16,0.35,0.12195121951219512,0.9210526315789473,0.0,0.7428571428571429,0.0,0,,0,,0,,0,,2,0.0,5,0.0,4,3,60.8,977.2,8,6,69.33333333333333,34.666666666666664
11,1990-2021,Agustin Calleri,102860,32.6,ARG,183.0,R,16.0,1375.0,187,0.016042780748663103,758.0213903743315,396,209,0.5277777777777778,9,3,0.3333333333333333,0,0,0,0,1,0,2,2,6,1,0,0.5761200521966072,0.2836015658982166,0.7877337973031753,0.24175824175824176,0.5534377127297482,0.7440344403444035,0.49847560975609756,0.30636655249279615,0.5061321153683498,0.6048265460030166,0.535450195737277,0.39971499821873885,0.6035743298131601,0.484472049689441,2,0.5,16,0.375,39,0.28205128205128205,75,0.3466666666666667,181,0.4198895027624309,313,0.48242811501597443,381,380,80.80952380952381,911.8220551378446,967,964,102.76842105263158,40.510373443983404
