,year,name,id,age,ioc,height,hand,high_rank,high_pts,tourney_plyd,tourney_win_pct,avg_tourney_level,matches_plyd,match_wins,match_win_pct,finals,titles,final_win_pct,slam_finals,slams,atp_finals_finals,atp_finals,masters_finals,masters,500_finals,500_titles,250_finals,250_titles,olympic_g,aces_per_game,df_per_game,sv_game_win_pct,return_game_win_pct,1st_pct,1st_win_pct,2nd_win_pct,1st_return_win_pct,2nd_return_win_pct,bp_per_game,bp_faced_per_game,bp_conversion_rate,bp_saved_rate,tb_win_pct,no1_faced,no1_win_pct,top_5_faced,top_5_win_pct,top_10_faced,top_10_win_pct,top_20_faced,top_20_win_pct,top_50_faced,top_50_win_pct,top_100_faced,top_100_win_pct,matches_w_stats,matches_w_minutes,avg_opponent_rank,avg_opponent_pts,sets_w_stats,sets_w_mins,minutes_per_match,minutes_per_set,year_end_ranking,year_end_points,year_end_ranking_cat
0,2022,Adrian Mannarino,105173,34.2,FRA,183.0,L,42.0,1109.0,27,0.037037037037037035,666.6666666666666,54,28,0.5185185185185185,1,1,1.0,0,0,0,0,0,0,0,0,1,1,0,0.449685534591195,0.17767295597484276,0.7971698113207547,0.19874804381846636,0.6083354255586242,0.7069748245976063,0.5467948717948717,0.2766526557126481,0.510718789407314,0.5602503912363067,0.5031446540880503,0.3547486033519553,0.596875,0.5,0,,3,0.0,5,0.0,11,0.18181818181818182,25,0.4,41,0.4634146341463415,53,52,96.66666666666667,1437.388888888889,134,131,113.67307692307692,45.12213740458015,46,946.0,top100
1,2022,Albert Ramos,105077,34.7,ESP,188.0,L,31.0,1529.0,28,0.03571428571428571,732.1428571428571,52,25,0.4807692307692308,1,1,1.0,0,0,0,0,0,0,0,0,1,1,0,0.20706260032102727,0.1492776886035313,0.7463884430176565,0.2334384858044164,0.6563345633456334,0.6604197901049476,0.5096635647816751,0.3054820415879017,0.5132978723404256,0.5630914826498423,0.6645264847512039,0.41456582633053224,0.6183574879227053,0.4782608695652174,0,,2,0.0,6,0.16666666666666666,12,0.16666666666666666,21,0.23809523809523808,38,0.34210526315789475,51,49,66.26923076923077,1387.7884615384614,129,120,119.0,48.59166666666667,39,1075.0,top100
2,2022,Alejandro Davidovich Fokina,200221,23.2,ESP,183.0,R,28.0,1515.0,26,0.0,807.6923076923077,47,21,0.44680851063829785,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.22826086956521738,0.20496894409937888,0.7422360248447205,0.26,0.6764776839565741,0.6547788873038516,0.5257270693512305,0.3181642884689549,0.5018541409147095,0.6446153846153846,0.5636645962732919,0.4033412887828162,0.5426997245179064,0.375,1,1.0,3,0.3333333333333333,7,0.2857142857142857,14,0.21428571428571427,31,0.3548387096774194,41,0.3902439024390244,47,46,52.1063829787234,1868.9787234042553,131,127,130.80434782608697,47.37795275590551,31,1280.0,top32
3,2022,Alejandro Tabilo,126214,25.2,CHI,188.0,L,69.0,763.0,14,0.0,625.0,33,17,0.5151515151515151,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0.49318801089918257,0.2724795640326976,0.7275204359673024,0.2877094972067039,0.639162035057717,0.6882943143812709,0.46800947867298576,0.3358310626702997,0.5182648401826484,0.6871508379888268,0.6239782016348774,0.4186991869918699,0.5633187772925764,0.36363636363636365,0,,0,,0,,3,0.3333333333333333,10,0.3,24,0.3333333333333333,31,31,148.12121212121212,977.939393939394,78,78,104.7741935483871,41.64102564102564,100,567.0,top100
4,2022,Aleksandar Vukic,126846,26.4,AUS,188.0,R,140.0,504.0,5,0.0,600.0,11,6,0.5454545454545454,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.6174496644295302,0.10738255033557047,0.8523489932885906,0.13333333333333333,0.5866807610993657,0.7495495495495496,0.5754475703324808,0.23833333333333334,0.4861878453038674,0.4266666666666667,0.436241610738255,0.3125,0.6615384615384615,0.7142857142857143,0,,0,,1,0.0,1,0.0,3,0.6666666666666666,7,0.5714285714285714,11,11,83.0,1050.8181818181818,30,30,115.45454545454545,42.333333333333336,130,429.0,>100
5,2022,Alex De Minaur,200282,23.7,AUS,183.0,R,20.0,1838.0,26,0.038461538461538464,817.3076923076923,72,47,0.6527777777777778,1,1,1.0,0,0,0,0,0,0,0,0,1,1,0,0.2978723404255319,0.17647058823529413,0.7847309136420526,0.28393524283935245,0.5944798301486199,0.6928571428571428,0.5259400285578296,0.3317102860620816,0.5253623188405797,0.6537982565379825,0.5757196495619524,0.4342857142857143,0.6260869565217392,0.5555555555555556,0,,5,0.2,11,0.2727272727272727,20,0.35,47,0.5531914893617021,65,0.6307692307692307,65,64,50.0,1812.236111111111,169,164,116.453125,45.44512195121951,24,1790.0,top32
6,2022,Alex Molcan,144684,24.8,SVK,178.0,L,38.0,1163.0,20,0.0,762.5,46,26,0.5652173913043478,2,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0.28909090909090907,0.1709090909090909,0.7654545454545454,0.22735674676524953,0.6549657534246576,0.6714596949891067,0.5310173697270472,0.30352422907488985,0.5035128805620609,0.5767097966728281,0.5745454545454546,0.3942307692307692,0.5917721518987342,0.5454545454545454,1,0.0,1,0.0,5,0.2,10,0.1,18,0.5,34,0.4411764705882353,44,42,90.02173913043478,1515.0652173913043,114,107,113.97619047619048,44.73831775700935,50,895.0,top100
7,2022,Alexander Bublik,122330,25.3,KAZ,196.0,R,30.0,1638.0,26,0.038461538461538464,778.8461538461538,60,33,0.55,3,1,0.3333333333333333,0,0,0,0,0,0,0,0,3,1,0,1.0677233429394812,0.531700288184438,0.8170028818443804,0.1971223021582734,0.5935938209904589,0.7879831611174895,0.43711570709893793,0.3036876355748373,0.457089552238806,0.4920863309352518,0.49135446685878964,0.40058479532163743,0.6275659824046921,0.48148148148148145,0,,1,1.0,6,0.5,14,0.2857142857142857,25,0.32,50,0.48,57,55,69.83333333333333,1401.4,144,137,97.85454545454546,39.284671532846716,37,1130.0,top100
8,2022,Alexander Ritschard,106310,28.4,SUI,,R,163.0,325.0,3,0.0,1416.6666666666667,5,2,0.4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.22413793103448276,0.25862068965517243,0.7586206896551724,0.1694915254237288,0.5626598465473146,0.7090909090909091,0.4619883040935672,0.27800829875518673,0.5035971223021583,0.7288135593220338,0.603448275862069,0.23255813953488372,0.6,0.0,0,,1,0.0,2,0.0,2,0.0,2,0.0,4,0.25,4,4,78.8,2111.2,12,12,142.5,47.5,169,335.0,>100
9,2022,Alexander Zverev,100644,25.0,GER,198.0,R,3.0,7970.0,11,0.0,931.8181818181819,39,29,0.7435897435897436,2,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0.5949367088607594,0.3037974683544304,0.8417721518987342,0.26865671641791045,0.71639231824417,0.7338439444710387,0.4836759371221282,0.33974025974025973,0.4958139534883721,0.5884861407249466,0.41139240506329117,0.45652173913043476,0.6153846153846154,0.8,0,,4,0.25,8,0.375,13,0.46153846153846156,23,0.6086956521739131,33,0.696969696969697,39,34,56.5,1970.0,99,81,108.1470588235294,45.39506172839506,12,2700.0,top32
